entrytype,entrysubtype,key,title,author,editor,sortname,journaltitle,booktitle,series,organization,presort,url,date,urldate,isbn,issn,publisher,location,pages,volume,number,keywords,addendum,abstract,annotation,SS Rec Type,SS UID,Link Text,Larger Work,ID,Type,Orig Date,,,,
online,,wiki-script-arab,Arabic script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Arab,,2025-11-17,,,,,,,,script-arab,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-aran,Nastaliq,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Aran,,2025-11-17,,,,,,,,script-aran,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-armi,Aramaic alphabet,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Armi,,2025-11-17,,,,,,,,script-armi,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-armn,Armenian alphabet,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Armn,,2025-11-17,,,,,,,,script-armn,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-avst,Avestan alphabet,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Avst,,2025-11-17,,,,,,,,script-avst,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-bali,Balinese script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Bali,,2025-11-17,,,,,,,,script-bali,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-bamu,Bamum script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Bamu,,2025-11-17,,,,,,,,script-bamu,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-bass,Bassa Vah alphabet,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Bass,,2025-11-17,,,,,,,,script-bass,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-batk,Batak script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Batk,,2025-11-17,,,,,,,,script-batk,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-beng,Bengali alphabet,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Beng,,2025-11-17,,,,,,,,script-beng,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-berf,Zaghawa script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Berf,,2025-11-17,,,,,,,,script-berf,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-bhks,Bhaiksuki script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Bhks,,2025-11-17,,,,,,,,script-bhks,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-blis,Blissymbols,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Blis,,2025-11-17,,,,,,,,script-blis,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-bopo,Bopomofo,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Bopo,,2025-11-17,,,,,,,,script-bopo,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-brah,Brahmi script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Brah,,2025-11-17,,,,,,,,script-brah,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-brai,Braille,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Brai,,2025-11-17,,,,,,,,script-brai,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-bugi,Lontara script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Bugi,,2025-11-17,,,,,,,,script-bugi,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-buhd,Buhid script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Buhd,,2025-11-17,,,,,,,,script-buhd,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-cakm,Chakma script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Cakm,,2025-11-17,,,,,,,,script-cakm,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-cans,Canadian Aboriginal syllabics,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Cans,,2025-11-17,,,,,,,,script-cans,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-cari,Carian alphabets,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Cari,,2025-11-17,,,,,,,,script-cari,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-cham,Cham script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Cham,,2025-11-17,,,,,,,,script-cham,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-cher,Cherokee syllabary,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Cher,,2025-11-17,,,,,,,,script-cher,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-chis,Kurmali language,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Chis,,2025-11-17,,,,,,,,script-chis,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-chrs,Khwarezmian,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Chrs,,2025-11-17,,,,,,,,script-chrs,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-cirt,Cirth,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Cirt,,2025-11-17,,,,,,,,script-cirt,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-copt,Coptic script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Copt,,2025-11-17,,,,,,,,script-copt,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-cpmn,Cypro-Minoan syllabary,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Cpmn,,2025-11-17,,,,,,,,script-cpmn,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-cprt,Cypriot syllabary,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Cprt,,2025-11-17,,,,,,,,script-cprt,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-cyrl,Cyrillic script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Cyrl,,2025-11-17,,,,,,,,script-cyrl,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-cyrs,Early Cyrillic alphabet,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Cyrs,,2025-11-17,,,,,,,,script-cyrs,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-deva,Devanagari,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Deva,,2025-11-17,,,,,,,,script-deva,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-diak,Dhives Akuru,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Diak,,2025-11-17,,,,,,,,script-diak,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-dogr,Dogra script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Dogr,,2025-11-17,,,,,,,,script-dogr,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-dsrt,Deseret alphabet,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Dsrt,,2025-11-17,,,,,,,,script-dsrt,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-dupl,Duployan shorthand,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Dupl,,2025-11-17,,,,,,,,script-dupl,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-egyd,Demotic (Egyptian),,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Egyd,,2025-11-17,,,,,,,,script-egyd,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-egyh,Hieratic,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Egyh,,2025-11-17,,,,,,,,script-egyh,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-egyp,Egyptian hieroglyphs,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Egyp,,2025-11-17,,,,,,,,script-egyp,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-elba,Elbasan alphbet,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Elba,,2025-11-17,,,,,,,,script-elba,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-elym,Elymaic,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Elym,,2025-11-17,,,,,,,,script-elym,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-ethi,Geʽez script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Ethi,,2025-11-17,,,,,,,,script-ethi,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-gara,Garay,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Gara,,2025-11-17,,,,,,,,script-gara,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-geok,Georgian scripts - Nuskhuri,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Geok,,2025-11-17,,,,,,,,script-geok,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-geor,Georgian scripts - Mkhedruli,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Geor,,2025-11-17,,,,,,,,script-geor,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-glag,Glagolitic script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Glag,,2025-11-17,,,,,,,,script-glag,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-gong,Gunjala Gondi script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Gong,,2025-11-17,,,,,,,,script-gong,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-gonm,Gondi writing,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Gonm,,2025-11-17,,,,,,,,script-gonm,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-goth,Gothic alphabet,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Goth,,2025-11-17,,,,,,,,script-goth,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-gran,Grantha script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Gran,,2025-11-17,,,,,,,,script-gran,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-grek,Greek alphabet,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Grek,,2025-11-17,,,,,,,,script-grek,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-gujr,Gujarati script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Gujr,,2025-11-17,,,,,,,,script-gujr,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-gukh,Khema script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Gukh,,2025-11-17,,,,,,,,script-gukh,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-guru,Gurmukhi,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Guru,,2025-11-17,,,,,,,,script-guru,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-hanb,ISO 15924 - Hanb,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Hanb,,2025-11-17,,,,,,,,script-hanb,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-hang,Hangul,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Hang,,2025-11-17,,,,,,,,script-hang,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-hani,Chinese characters,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Hani,,2025-11-17,,,,,,,,script-hani,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-hano,Hanunoo script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Hano,,2025-11-17,,,,,,,,script-hano,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-hans,Simplified Chinese characters,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Hans,,2025-11-17,,,,,,,,script-hans,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-hant,Traditional Chinese characters,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Hant,,2025-11-17,,,,,,,,script-hant,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-hatr,Hatran Aramaic,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Hatr,,2025-11-17,,,,,,,,script-hatr,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-hebr,Hebrew alphabet,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Hebr,,2025-11-17,,,,,,,,script-hebr,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-hira,Hiragana,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Hira,,2025-11-17,,,,,,,,script-hira,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-hluw,Anatolian Hieroglyphs,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Hluw,,2025-11-17,,,,,,,,script-hluw,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-hmng,Pahawh Hmong,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Hmng,,2025-11-17,,,,,,,,script-hmng,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-hmnp,Nyiakeng Puachue Hmong,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Hmnp,,2025-11-17,,,,,,,,script-hmnp,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-hntl,Pe̍h-ōe-jī - Han-Romanization mixed script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Hntl,,2025-11-17,,,,,,,,script-hntl,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-hrkt,Kana,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Hrkt,,2025-11-17,,,,,,,,script-hrkt,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-hung,Old Hungarian script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Hung,,2025-11-17,,,,,,,,script-hung,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-inds,Indus script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Inds,,2025-11-17,,,,,,,,script-inds,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-ital,Old Italic scripts,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Ital,,2025-11-17,,,,,,,,script-ital,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-jamo,Hangul,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Jamo,,2025-11-17,,,,,,,,script-jamo,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-java,Javanese script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Java,,2025-11-17,,,,,,,,script-java,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-jpan,Japanese writing system,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Jpan,,2025-11-17,,,,,,,,script-jpan,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-jurc,Jurchen script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Jurc,,2025-11-17,,,,,,,,script-jurc,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-kali,Kayah Li alphabet,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Kali,,2025-11-17,,,,,,,,script-kali,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-kana,Katakana,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Kana,,2025-11-17,,,,,,,,script-kana,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-kawi,Kawi script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Kawi,,2025-11-17,,,,,,,,script-kawi,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-khar,Kharoshthi,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Khar,,2025-11-17,,,,,,,,script-khar,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-khmr,Khmer script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Khmr,,2025-11-17,,,,,,,,script-khmr,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-khoj,Khojki script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Khoj,,2025-11-17,,,,,,,,script-khoj,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-kitl,Khitan large script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Kitl,,2025-11-17,,,,,,,,script-kitl,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-kits,Khitan small script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Kits,,2025-11-17,,,,,,,,script-kits,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-knda,Kannada script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Knda,,2025-11-17,,,,,,,,script-knda,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-kore,Korean mixed script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Kore,,2025-11-17,,,,,,,,script-kore,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-kpel,Kpelle syllabary,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Kpel,,2025-11-17,,,,,,,,script-kpel,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-krai,Kirat Rai,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Krai,,2025-11-17,,,,,,,,script-krai,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-kthi,Kaithi,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Kthi,,2025-11-17,,,,,,,,script-kthi,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-lana,Tai Tham script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Lana,,2025-11-17,,,,,,,,script-lana,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-laoo,Lao script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Laoo,,2025-11-17,,,,,,,,script-laoo,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-latf,Fraktur,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Latf,,2025-11-17,,,,,,,,script-latf,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-latg,Gaelic type,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Latg,,2025-11-17,,,,,,,,script-latg,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-latn,Latin script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Latn,,2025-11-17,,,,,,,,script-latn,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-leke,Leke script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Leke,,2025-11-17,,,,,,,,script-leke,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-lepc,Lepcha script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Lepc,,2025-11-17,,,,,,,,script-lepc,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-limb,Limbu script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Limb,,2025-11-17,,,,,,,,script-limb,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-lina,Linear A,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Lina,,2025-11-17,,,,,,,,script-lina,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-linb,Linear B,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Linb,,2025-11-17,,,,,,,,script-linb,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-lisu,Fraser script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Lisu,,2025-11-17,,,,,,,,script-lisu,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-loma,Loma language,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Loma,,2025-11-17,,,,,,,,script-loma,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-lyci,Lycian alphabet,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Lyci,,2025-11-17,,,,,,,,script-lyci,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-lydi,Lydian alphabet,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Lydi,,2025-11-17,,,,,,,,script-lydi,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-mahj,Mahajani,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Mahj,,2025-11-17,,,,,,,,script-mahj,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-maka,Makasar script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Maka,,2025-11-17,,,,,,,,script-maka,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-mand,Mandaic alphabet,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Mand,,2025-11-17,,,,,,,,script-mand,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-mani,Manichaean script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Mani,,2025-11-17,,,,,,,,script-mani,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-marc,Marchen script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Marc,,2025-11-17,,,,,,,,script-marc,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-maya,Maya script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Maya,,2025-11-17,,,,,,,,script-maya,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-medf,Medefaidrin,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Medf,,2025-11-17,,,,,,,,script-medf,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-mend,Mende Kikakui script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Mend,,2025-11-17,,,,,,,,script-mend,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-merc,Meroitic script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Merc,,2025-11-17,,,,,,,,script-merc,,,,webpage,,,Wikipedia,,,,,,,
online,,wiki-script-mero,Meroitic script,,,,,,,Wikipedia,20,https://wikipedia.org/wiki/ISO_15924:Mero,,2025-11-17,,,,,,,,script-mero,,,,webpage,,,Wikipedia,,,,,,,
